date,season,year,month,holiday,weekday,workingday,weathersit,temp,atemp,humidity,windspeed,casual,registered,cnt
2011-03-21,summer,2011,3,0,Selasa,Kerja,Mist + Cloudy,12.230445,11.04251,0.737391,0.288783,401,1676,2077
2011-03-22,summer,2011,3,0,Rabu,Kerja,Clear,12.758348999999999,13.082372,0.624583,0.22575,460,2243,2703
2011-03-23,summer,2011,3,0,Kamis,Kerja,Mist + Cloudy,8.306979000000002,6.303974,0.839565,0.234261,203,1918,2121
2011-03-24,summer,2011,3,0,Jumat,Kerja,Mist + Cloudy,5.395,1.8749779999999987,0.805833,0.243787,166,1699,1865
2011-03-25,summer,2011,3,0,Sabtu,Kerja,Clear,4.415849,0.9165919999999979,0.495,0.230725,300,1910,2210
2011-03-26,summer,2011,3,0,Minggu,Libur,Clear,4.494150999999999,0.9996860000000005,0.394167,0.209571,981,1515,2496
2011-03-27,summer,2011,3,0,Senin,Libur,Mist + Cloudy,3.893021000000001,0.5223739999999992,0.493913,0.1843,472,1221,1693
2011-03-28,summer,2011,3,0,Selasa,Kerja,Clear,4.424356000000001,0.9998840000000015,0.302174,0.212204,222,1806,2028
2011-03-29,summer,2011,3,0,Rabu,Kerja,Clear,6.217499999999999,3.3319280000000013,0.314167,0.226996,317,2108,2425
2011-03-30,summer,2011,3,0,Kamis,Kerja,Mist + Cloudy,6.1,3.6250999999999998,0.646667,0.172888,168,1368,1536
2011-03-31,summer,2011,3,0,Jumat,Kerja,Light Snow / Light Rain,4.611651,0.9999499999999983,0.918333,0.217646,179,1506,1685
2011-04-01,summer,2011,4,0,Sabtu,Kerja,Mist + Cloudy,6.1,2.7079640000000005,0.68625,0.258708,307,1920,2227
2011-04-02,summer,2011,4,0,Minggu,Libur,Mist + Cloudy,6.805,4.832042000000001,0.65375,0.197146,898,1354,2252
2011-04-03,summer,2011,4,0,Senin,Libur,Clear,9.781651,8.998622000000001,0.48,0.182213,1651,1598,3249
2011-04-04,summer,2011,4,0,Selasa,Kerja,Clear,18.946651,19.833314,0.42625,0.385571,734,2381,3115
2011-04-05,summer,2011,4,0,Rabu,Kerja,Mist + Cloudy,11.465848999999999,10.2911,0.642083,0.388067,167,1628,1795
2011-04-06,summer,2011,4,0,Kamis,Kerja,Clear,10.369150999999999,9.582128,0.470833,0.263063,413,2395,2808
2011-04-07,summer,2011,4,0,Jumat,Kerja,Clear,12.5625,12.623936,0.602917,0.162312,571,2570,3141
2011-04-08,summer,2011,4,0,Sabtu,Kerja,Mist + Cloudy,7.784151,5.4156140000000015,0.83625,0.226992,172,1299,1471
2011-04-09,summer,2011,4,0,Minggu,Libur,Mist + Cloudy,8.0975,6.540914000000001,0.8775,0.133083,879,1576,2455
2011-04-10,summer,2011,4,0,Senin,Libur,Mist + Cloudy,12.053349,12.164641999999997,0.8575,0.146767,1188,1707,2895
2011-04-11,summer,2011,4,0,Selasa,Kerja,Mist + Cloudy,19.995644,21.304322,0.716956,0.324474,855,2493,3348
2011-04-12,summer,2011,4,0,Rabu,Kerja,Mist + Cloudy,15.617499999999996,16.541564,0.739167,0.274879,257,1777,2034
2011-04-13,summer,2011,4,0,Kamis,Kerja,Mist + Cloudy,11.3875,11.540678,0.819167,0.250617,209,1953,2162
2011-04-14,summer,2011,4,0,Jumat,Kerja,Clear,13.9725,14.540972,0.540417,0.1107,529,2738,3267
2011-04-15,summer,2011,4,1,Sabtu,Libur,Clear,12.993348999999998,13.166258,0.67125,0.226375,642,2484,3126
2011-04-16,summer,2011,4,0,Minggu,Libur,Light Snow / Light Rain,12.249151000000001,12.082472,0.888333,0.340808,121,674,795
2011-04-17,summer,2011,4,0,Senin,Libur,Clear,13.463349000000001,13.415935999999999,0.479583,0.303496,1558,2186,3744
2011-04-18,summer,2011,4,0,Selasa,Kerja,Clear,16.0875,17.207636,0.5425,0.163567,669,2760,3429
2011-04-19,summer,2011,4,0,Rabu,Kerja,Mist + Cloudy,15.774151,16.291028000000004,0.665833,0.157971,409,2795,3204
2011-04-20,summer,2011,4,0,Kamis,Kerja,Clear,19.965,21.249872000000003,0.614167,0.241925,613,3331,3944
2011-04-21,summer,2011,4,0,Jumat,Kerja,Clear,13.580849,13.956872,0.407083,0.325258,745,3444,4189
2011-04-22,summer,2011,4,0,Sabtu,Kerja,Mist + Cloudy,7.823349,5.248964000000001,0.729583,0.219521,177,1506,1683
2011-04-23,summer,2011,4,0,Minggu,Libur,Mist + Cloudy,13.620000000000001,13.707985999999998,0.887917,0.230725,1462,2574,4036
2011-04-24,summer,2011,4,0,Senin,Libur,Mist + Cloudy,19.338349,20.416358000000002,0.810833,0.192175,1710,2481,4191
2011-04-25,summer,2011,4,0,Selasa,Kerja,Clear,20.513348999999998,21.917,0.776667,0.185333,773,3300,4073
2011-04-26,summer,2011,4,0,Rabu,Kerja,Clear,21.688349,23.209478000000004,0.729167,0.3265,678,3722,4400
2011-04-27,summer,2011,4,0,Kamis,Kerja,Mist + Cloudy,21.14,21.959372000000002,0.835417,0.3122,547,3325,3872
2011-04-28,summer,2011,4,0,Jumat,Kerja,Mist + Cloudy,21.0225,22.209314,0.700833,0.320908,569,3489,4058
2011-04-29,summer,2011,4,0,Sabtu,Kerja,Clear,15.969999999999999,16.832558,0.457083,0.240063,878,3717,4595
2011-04-30,summer,2011,4,0,Minggu,Libur,Clear,14.2075,14.625386000000002,0.503333,0.235075,1965,3347,5312
2011-05-01,summer,2011,5,0,Senin,Libur,Mist + Cloudy,13.228348999999998,13.581464,0.762083,0.106354,1138,2213,3351
2011-05-02,summer,2011,5,0,Selasa,Kerja,Mist + Cloudy,17.810848999999997,19.166978,0.73,0.183454,847,3554,4401
2011-05-03,summer,2011,5,0,Rabu,Kerja,Mist + Cloudy,20.983348999999997,22.417214,0.697083,0.342667,603,3848,4451
2011-05-04,summer,2011,5,0,Kamis,Kerja,Mist + Cloudy,11.465848999999999,10.706900000000001,0.737083,0.328996,255,2378,2633
2011-05-05,summer,2011,5,0,Jumat,Kerja,Clear,13.580849,13.166522,0.444167,0.295392,614,3819,4433
2011-05-06,summer,2011,5,0,Sabtu,Kerja,Clear,14.520849000000002,15.291722,0.59,0.228246,894,3714,4608
2011-05-07,summer,2011,5,0,Minggu,Libur,Clear,16.44,17.832986,0.54125,0.16045,1612,3102,4714
2011-05-08,summer,2011,5,0,Senin,Libur,Clear,16.831651,18.249578,0.631667,0.0746375,1401,2932,4333
2011-05-09,summer,2011,5,0,Selasa,Kerja,Clear,17.0275,18.666235999999998,0.58875,0.176,664,3698,4362
2011-05-10,summer,2011,5,0,Rabu,Kerja,Clear,17.0275,18.499586,0.489167,0.115671,694,4109,4803
2011-05-11,summer,2011,5,0,Kamis,Kerja,Clear,17.4975,18.8744,0.632917,0.120642,550,3632,4182
2011-05-12,summer,2011,5,0,Jumat,Kerja,Clear,17.145000000000003,18.541958,0.7475,0.189667,695,4169,4864
2011-05-13,summer,2011,5,0,Sabtu,Kerja,Mist + Cloudy,16.0875,16.623800000000003,0.863333,0.179725,692,3413,4105
2011-05-14,summer,2011,5,0,Minggu,Libur,Mist + Cloudy,16.479150999999998,17.041514,0.9225,0.13495,902,2507,3409
2011-05-15,summer,2011,5,0,Senin,Libur,Mist + Cloudy,18.4375,19.376000000000005,0.867083,0.152979,1582,2971,4553
2011-05-16,summer,2011,5,0,Selasa,Kerja,Clear,19.142500000000002,20.333792000000003,0.787917,0.126871,773,3185,3958
2011-05-17,summer,2011,5,0,Rabu,Kerja,Mist + Cloudy,18.398349,19.542914000000003,0.837917,0.277354,678,3445,4123
2011-05-18,summer,2011,5,0,Kamis,Kerja,Mist + Cloudy,17.85,18.792428,0.87,0.201492,536,3319,3855
2011-05-19,summer,2011,5,0,Jumat,Kerja,Mist + Cloudy,16.949151,17.708972000000003,0.829583,0.108213,735,3840,4575
2011-05-20,summer,2011,5,0,Sabtu,Kerja,Clear,17.223349,18.916772,0.719583,0.125013,909,4008,4917
2011-05-21,summer,2011,5,0,Minggu,Libur,Clear,20.317500000000003,21.750349999999997,0.626667,0.12065,2258,3547,5805
2011-05-22,summer,2011,5,0,Senin,Libur,Clear,20.395849000000002,21.917,0.749583,0.148008,1576,3084,4660
2011-05-23,summer,2011,5,0,Selasa,Kerja,Mist + Cloudy,21.688349,22.959536,0.81,0.233842,836,3438,4274
2011-05-24,summer,2011,5,0,Rabu,Kerja,Mist + Cloudy,23.020000000000003,23.917658000000003,0.740833,0.207092,659,3833,4492
2011-05-25,summer,2011,5,0,Kamis,Kerja,Clear,23.059151,24.625772000000005,0.69625,0.154233,740,4238,4978
2011-05-26,summer,2011,5,0,Jumat,Kerja,Clear,25.291651,27.209408000000003,0.6775,0.199642,758,3919,4677
2011-05-27,summer,2011,5,0,Sabtu,Kerja,Clear,24.038349000000004,26.042528000000004,0.65375,0.240679,871,3808,4679
2011-05-28,summer,2011,5,0,Minggu,Libur,Clear,22.824151,24.417014,0.729583,0.230092,2001,2757,4758
2011-05-29,summer,2011,5,0,Senin,Libur,Clear,23.3725,24.6263,0.81875,0.213938,2355,2433,4788
2011-05-30,summer,2011,5,1,Selasa,Libur,Clear,26.466651,28.292072000000005,0.685,0.131225,1549,2549,4098
2011-05-31,summer,2011,5,0,Rabu,Kerja,Clear,28.425000000000004,31.875278,0.636667,0.111329,673,3309,3982
2011-06-01,summer,2011,6,0,Kamis,Kerja,Mist + Cloudy,27.915849,31.583822000000005,0.677083,0.207092,513,3461,3974
2011-06-02,summer,2011,6,0,Jumat,Kerja,Clear,25.604999999999997,26.500172,0.305,0.292287,736,4232,4968
2011-06-03,summer,2011,6,0,Sabtu,Kerja,Clear,21.14,22.750778000000004,0.354167,0.253121,898,4414,5312
2011-06-04,summer,2011,6,0,Minggu,Libur,Clear,21.845,23.249935999999998,0.45625,0.123142,1869,3473,5342
2011-06-05,summer,2011,6,0,Senin,Libur,Mist + Cloudy,22.471651,24.709063999999998,0.6525,0.138692,1685,3221,4906
2011-06-06,summer,2011,6,0,Selasa,Kerja,Clear,23.881650999999998,25.042628,0.6,0.121896,673,3875,4548
2011-06-07,summer,2011,6,0,Rabu,Kerja,Clear,25.252499999999998,27.292700000000004,0.597917,0.187808,763,4070,4833
2011-06-08,summer,2011,6,0,Kamis,Kerja,Clear,28.464151,32.000414,0.622083,0.136817,676,3725,4401
2011-06-09,summer,2011,6,0,Jumat,Kerja,Mist + Cloudy,29.991650999999997,34.000214,0.568333,0.149883,563,3352,3915
2011-06-10,summer,2011,6,0,Sabtu,Kerja,Clear,27.485,30.417272000000004,0.605,0.140554,815,3771,4586
2011-06-11,summer,2011,6,0,Minggu,Libur,Clear,26.074999999999996,28.750508000000004,0.654583,0.15485,1729,3237,4966
2011-06-12,summer,2011,6,0,Senin,Libur,Clear,24.5475,26.459450000000004,0.747917,0.163567,1467,2993,4460
2011-06-13,summer,2011,6,0,Selasa,Kerja,Clear,21.845,23.709164,0.494583,0.30535,863,4157,5020
2011-06-14,summer,2011,6,0,Rabu,Kerja,Clear,20.395849000000002,23.042036000000003,0.507083,0.269283,727,4164,4891
2011-06-15,summer,2011,6,0,Kamis,Kerja,Clear,21.453349,22.791764,0.471667,0.167912,769,4411,5180
2011-06-16,summer,2011,6,0,Jumat,Kerja,Mist + Cloudy,21.531651,23.292836,0.688333,0.206471,545,3222,3767
2011-06-17,summer,2011,6,0,Sabtu,Kerja,Clear,22.510849000000004,23.625278,0.735833,0.143029,863,3981,4844
2011-06-18,summer,2011,6,0,Minggu,Libur,Clear,24.743349000000002,26.500964000000003,0.670417,0.119408,1807,3312,5119
2011-06-19,summer,2011,6,0,Senin,Libur,Mist + Cloudy,24.860849,26.625836,0.666667,0.102,1639,3105,4744
2011-06-20,summer,2011,6,0,Selasa,Kerja,Mist + Cloudy,21.845,23.292836,0.74625,0.155475,699,3311,4010
2011-06-21,fall,2011,6,0,Rabu,Kerja,Mist + Cloudy,23.999151,26.084636000000003,0.770417,0.171025,774,4061,4835
2011-06-22,fall,2011,6,0,Kamis,Kerja,Clear,26.466651,29.792714000000004,0.7075,0.172262,661,3846,4507
2011-06-23,fall,2011,6,0,Jumat,Kerja,Mist + Cloudy,26.231651,29.792978000000005,0.703333,0.238804,746,4044,4790
2011-06-24,fall,2011,6,0,Sabtu,Kerja,Clear,26.035849,27.334478000000004,0.573333,0.222025,969,4022,4991
2011-06-25,fall,2011,6,0,Minggu,Libur,Clear,24.665,26.458658,0.483333,0.209571,1782,3420,5202
2011-06-26,fall,2011,6,0,Senin,Libur,Clear,23.96,26.083514,0.513333,0.0945333,1920,3385,5305
2011-06-27,fall,2011,6,0,Selasa,Kerja,Mist + Cloudy,24.0775,26.042264000000003,0.658333,0.107588,854,3854,4708
2011-06-28,fall,2011,6,0,Rabu,Kerja,Clear,26.975849000000004,29.708827999999997,0.634167,0.144283,732,3916,4648
2011-06-29,fall,2011,6,0,Kamis,Kerja,Clear,26.231651,27.209408000000003,0.497917,0.261821,848,4377,5225
2011-06-30,fall,2011,6,0,Jumat,Kerja,Clear,24.743349000000002,26.042528000000004,0.434167,0.185312,1027,4488,5515
2011-07-01,fall,2011,7,0,Sabtu,Kerja,Clear,25.957500000000003,27.042692000000002,0.39625,0.102608,1246,4116,5362
2011-07-02,fall,2011,7,0,Minggu,Libur,Clear,26.701651,28.042327999999998,0.444583,0.115062,2204,2915,5119
2011-07-03,fall,2011,7,0,Senin,Libur,Mist + Cloudy,25.683349,28.125950000000003,0.6825,0.228858,2282,2367,4649
2011-07-04,fall,2011,7,1,Selasa,Libur,Mist + Cloudy,26.153349,27.917522000000005,0.637917,0.0814792,3065,2978,6043
2011-07-05,fall,2011,7,0,Rabu,Kerja,Clear,27.093348999999996,29.958308000000002,0.590417,0.126258,1031,3634,4665
2011-07-06,fall,2011,7,0,Kamis,Kerja,Clear,25.839999999999996,29.251778,0.743333,0.149883,784,3845,4629
2011-07-07,fall,2011,7,0,Jumat,Kerja,Clear,27.25,29.333486,0.65125,0.1592,754,3838,4592
2011-07-08,fall,2011,7,0,Sabtu,Kerja,Mist + Cloudy,25.330849,28.251878000000005,0.757917,0.225129,692,3348,4040
2011-07-09,fall,2011,7,0,Minggu,Libur,Clear,26.466651,27.834428000000003,0.609167,0.167912,1988,3348,5336
2011-07-10,fall,2011,7,0,Senin,Libur,Clear,27.1325,29.541649999999997,0.578333,0.183471,1743,3138,4881
2011-07-11,fall,2011,7,0,Selasa,Kerja,Clear,27.8375,32.167064,0.635833,0.282337,723,3363,4086
2011-07-12,fall,2011,7,0,Rabu,Kerja,Clear,29.325848999999998,32.79215,0.559167,0.200254,662,3596,4258
2011-07-13,fall,2011,7,0,Kamis,Kerja,Clear,27.093348999999996,29.500664,0.631667,0.146133,748,3594,4342
2011-07-14,fall,2011,7,0,Jumat,Kerja,Clear,23.999151,25.916863999999997,0.47625,0.240667,888,4196,5084
2011-07-15,fall,2011,7,0,Sabtu,Kerja,Clear,23.176650999999996,25.208486,0.59125,0.182833,1318,4220,5538
2011-07-16,fall,2011,7,0,Minggu,Libur,Clear,24.273349000000003,26.125358,0.585,0.208342,2418,3505,5923
2011-07-17,fall,2011,7,0,Senin,Libur,Clear,25.800849,28.208978000000002,0.604167,0.245033,2006,3296,5302
2011-07-18,fall,2011,7,0,Selasa,Kerja,Clear,27.093348999999996,30.459050000000005,0.65125,0.215804,841,3617,4458
2011-07-19,fall,2011,7,0,Rabu,Kerja,Clear,28.503349,33.333614,0.650417,0.1306,752,3789,4541
2011-07-20,fall,2011,7,0,Kamis,Kerja,Clear,28.111651000000002,33.2921,0.707083,0.113817,644,3688,4332
2011-07-21,fall,2011,7,0,Jumat,Kerja,Mist + Cloudy,30.305,38.540486,0.69125,0.222021,632,3152,3784
2011-07-22,fall,2011,7,0,Sabtu,Kerja,Clear,31.871651,39.499136,0.580417,0.1331,562,2825,3387
2011-07-23,fall,2011,7,0,Minggu,Libur,Clear,31.910849,37.082941999999996,0.5,0.131221,987,2298,3285
2011-07-24,fall,2011,7,0,Senin,Libur,Clear,31.009999999999998,36.458714,0.550833,0.169171,1050,2556,3606
2011-07-25,fall,2011,7,0,Selasa,Kerja,Clear,26.936650999999998,31.583228,0.757083,0.0908083,568,3272,3840
2011-07-26,fall,2011,7,0,Rabu,Kerja,Clear,28.268349,30.000614,0.540833,0.200258,750,3840,4590
2011-07-27,fall,2011,7,0,Kamis,Kerja,Clear,28.425000000000004,29.584022000000004,0.402917,0.183463,755,3901,4656
2011-07-28,fall,2011,7,0,Jumat,Kerja,Clear,28.620849,32.8334,0.583333,0.178479,606,3784,4390
2011-07-29,fall,2011,7,0,Sabtu,Kerja,Clear,31.401651,35.873822,0.5425,0.174138,670,3176,3846
2011-07-30,fall,2011,7,0,Minggu,Libur,Clear,29.795848999999997,32.083442,0.465833,0.168537,1559,2916,4475
2011-07-31,fall,2011,7,0,Senin,Libur,Clear,29.874150999999998,32.166536,0.480833,0.164813,1524,2778,4302
2011-08-01,fall,2011,8,0,Selasa,Kerja,Clear,28.268349,30.417272000000004,0.550833,0.156717,729,3537,4266
2011-08-02,fall,2011,8,0,Rabu,Kerja,Clear,28.816651,30.666686,0.49125,0.20585,801,4044,4845
